Nom de la commune;Code département;Population totale;
Puiseux-en-Retz;02;215;
Puisieux-et-Clanlieu;02;300;
Quierzy;02;432;
Quincy-Basse;02;62;
Quincy-sous-le-Mont;02;61;
Raillimont;02;81;
Ramicourt;02;158;
Regny;02;206;
Remaucourt;02;312;
Remies;02;234;
Remigny;02;364;
Renansart;02;173;
Renneval;02;123;
Résigny;02;186;
Ressons-le-Long;02;786;
Retheuil;02;383;
Reuilly-Sauvigny;02;219;
Ribeauville;02;66;
Ribemont;02;1 997;
Rocourt-Saint-Martin;02;277;
Rocquigny;02;364;
Rogécourt;02;105;
Rogny;02;120;
Romeny-sur-Marne;02;513;
Romery;02;86;
Ronchères;02;116;
Roucy;02;399;
Rougeries;02;244;
Roupy;02;237;
Rouvroy;02;525;
Rouvroy-sur-Serre;02;39;
Royaucourt-et-Chailvet;02;248;
Rozet-Saint-Albin;02;318;
Rozières-sur-Crise;02;233;
Rozoy-Bellevalle;02;119;
Rozoy-sur-Serre;02;1 022;
Saconin-et-Breuil;02;244;
Sains-Richaumont;02;1 058;
Saint-Algis;02;160;
Saint-Aubin;02;301;
Saint-Bandry;02;275;
Saint-Christophe-à-Berry;02;448;
Saint-Clément;02;52;
Saint-Erme-Outre-et-Ramecourt;02;1 767;
Saint-Eugène;02;246;
Saint-Gengoulph;02;150;
Saint-Gobain;02;2 320;
Saint-Gobert;02;265;
Saint-Mard;02;114;
Saint-Martin-Rivière;02;124;
Saint-Michel;02;3 521;
Saint-Nicolas-aux-Bois;02;121;
Saint-Paul-aux-Bois;02;404;
Saint-Pierre-Aigle;02;345;
Saint-Pierre-lès-Franqueville;02;55;
Saint-Pierremont;02;46;
Saint-Quentin;02;55 940;
Saint-Rémy-Blanzy;02;218;
Saint-Simon;02;641;
Saint-Thibaut;02;72;
Saint-Thomas;02;86;
Sainte-Croix;02;127;
Sainte-Geneviève;02;74;
Sainte-Preuve;02;84;
Samoussy;02;395;
Sancy-les-Cheminots;02;101;
Saponay;02;294;
Saulchery;02;748;
Savy;02;634;
Seboncourt;02;1 115;
Selens;02;255;
La Selve;02;223;
Septmonts;02;577;
Les Septvallons;02;1 203;
Septvaux;02;173;
Sequehart;02;215;
Serain;02;414;
Seraucourt-le-Grand;02;791;
Serches;02;319;
Sergy;02;158;
Seringes-et-Nesles;02;285;
Sermoise;02;347;
Servais;02;294;
Serval;02;52;
Séry-lès-Mézières;02;598;
Silly-la-Poterie;02;131;
Sinceny;02;2 091;
Sissonne;02;2 157;
Sissy;02;477;
Soissons;02;29 417;
Soize;02;101;
Sommelans;02;62;
Sommeron;02;150;
Sommette-Eaucourt;02;192;
Sons-et-Ronchères;02;239;
Sorbais;02;286;
Soucy;02;105;
Soupir;02;281;
Le Sourd;02;173;
Surfontaine;02;100;
Suzy;02;329;
Taillefontaine;02;276;
Tannières;02;16;
Tartiers;02;168;
Tavaux-et-Pontséricourt;02;585;
Tergnier;02;13 726;
Terny-Sorny;02;334;
Thenailles;02;233;
Thenelles;02;556;
Thiernu;02;101;
Le Thuel;02;176;
Torcy-en-Valois;02;80;
Toulis-et-Attencourt;02;130;
Travecy;02;684;
Trefcon;02;87;
Trélou-sur-Marne;02;967;
Troësnes;02;235;
Trosly-Loire;02;620;
Trucy;02;151;
Tugny-et-Pont;02;280;
Tupigny;02;348;
Ugny-le-Gay;02;181;
Urcel;02;587;
Urvillers;02;659;
Vadencourt;02;557;
Vailly-sur-Aisne;02;2 028;
La Vallée-au-Blé;02;367;
La Vallée-Mulâtre;02;158;
Vallées en Champagne;02;571;
Variscourt;02;190;
Vassens;02;162;
Vasseny;02;215;
Vassogne;02;89;
Vaucelles-et-Beffecourt;02;270;
Vaudesson;02;246;
Vaux-Andigny;02;942;
Vaux-en-Vermandois;02;150;
Vauxaillon;02;538;
Vauxbuin;02;809;
Vauxrezis;02;331;
Vauxtin;02;40;
Vendelles;02;119;
Vendeuil;02;967;
Vendhuile;02;573;
Vendières;02;172;
Vendresse-Beaulne;02;107;
Vénérolles;02;230;
Venizel;02;1 393;
Verdilly;02;476;
Le Verguier;02;219;
Vermand;02;1 119;
Verneuil-sous-Coucy;02;131;
Verneuil-sur-Serre;02;251;
Versigny;02;479;
Vervins;02;2 694;
Vesles-et-Caumont;02;232;
Veslud;02;242;
Veuilly-la-Poterie;02;159;
Vézaponin;02;133;
Vézilly;02;187;
Vic-sur-Aisne;02;1 700;
Vichel-Nanteuil;02;89;
Viel-Arcy;02;186;
Viels-Maisons;02;1 214;
Vierzy;02;459;
Viffort;02;325;
Vigneux-Hocquet;02;273;
La Ville-aux-Bois-lès-Dizy;02;208;
La Ville-aux-Bois-lès-Pontavert;02;145;
Ville-Savoye;02;83;
Villemontoire;02;191;
Villeneuve-Saint-Germain;02;2 561;
Villeneuve-sur-Fère;02;282;
Villequier-Aumont;02;644;
Villeret;02;308;
Villers-Agron-Aiguizy;02;80;
Villers-Cotterêts;02;11 133;
Villers-Hélon;02;233;
Villers-le-Sec;02;286;
Villers-lès-Guise;02;178;
Villers-Saint-Christophe;02;451;
Villers-sur-Fère;02;530;
Villiers-Saint-Denis;02;1 095;
Vincy-Reuil-et-Magny;02;118;
Viry-Noureuil;02;1 753;
Vivaise;02;732;
Vivières;02;408;
Voharies;02;75;
Vorges;02;389;
Voulpaix;02;396;
Voyenne;02;321;
Vregny;02;91;
Vuillery;02;44;
Wassigny;02;990;
Watigny;02;383;
Wiège-Faty;02;213;
Wimy;02;483;
Wissignicourt;02;167;
Œuilly;02;292;
Abrest;03;2 991;
Agonges;03;323;
Ainay-le-Château;03;1 028;
Andelaroche;03;265;
Archignat;03;343;
Arfeuilles;03;677;
Arpheuilles-Saint-Priest;03;363;
Arronnes;03;392;
Aubigny;03;168;
Audes;03;451;
Aurouër;03;425;
Autry-Issards;03;336;
Avermes;03;4 057;
Avrilly;03;140;
Bagneux;03;321;
Barberier;03;145;
Barrais-Bussolles;03;202;
Bayet;03;712;
Beaulon;03;1 692;
Beaune-d'Allier;03;297;
Bègues;03;229;
Bellenaves;03;1 040;
Bellerive-sur-Allier;03;8 857;
Bert;03;253;
Bessay-sur-Allier;03;1 369;
Besson;03;787;
Bézenet;03;997;
Billezois;03;393;
Billy;03;792;
Biozat;03;855;
Bizeneuille;03;303;
Blomard;03;240;
Bost;03;195;
Boucé;03;526;
Le Bouchaud;03;219;
Bourbon-l'Archambault;03;2 619;
Braize;03;271;
Bransat;03;513;
Bresnay;03;383;
Bressolles;03;1 126;
Le Brethon;03;339;
Le Breuil;03;551;
Broût-Vernet;03;1 261;
Brugheas;03;1 531;
Busset;03;965;
Buxières-les-Mines;03;1 086;
La Celle;03;424;
Cérilly;03;1 336;
Cesset;03;414;
La Chabanne;03;199;
Chambérat;03;313;
Chamblet;03;1 123;
Chantelle;03;1 090;
Chapeau;03;236;
La Chapelaude;03;1 017;
La Chapelle;03;386;
La Chapelle-aux-Chasses;03;215;
Chappes;03;226;
Chareil-Cintrat;03;367;
Charmeil;03;967;
Charmes;03;402;
Charroux;03;370;
Chassenard;03;984;
Château-sur-Allier;03;180;
Châtel-de-Neuvre;03;560;
Châtel-Montagne;03;368;
Châtelperron;03;150;
Châtelus;03;113;
Châtillon;03;322;
Chavenon;03;136;
Chavroches;03;256;
Chazemais;03;510;
Chemilly;03;646;
Chevagnes;03;680;
Chezelle;03;184;
Chézy;03;241;
Chirat-l'Église;03;131;
Chouvigny;03;228;
Cindré;03;309;
Cognat-Lyonne;03;713;
Colombier;03;350;
Commentry;03;6 448;
Contigny;03;610;
Cosne-d'Allier;03;2 082;
Coulandon;03;717;
Coulanges;03;353;
Couleuvre;03;574;
Courçais;03;332;
Coutansouze;03;154;
Couzon;03;301;
Créchy;03;471;
Cressanges;03;644;
Creuzier-le-Neuf;03;1 181;
Creuzier-le-Vieux;03;3 421;
Cusset;03;13 290;
Deneuille-lès-Chantelle;03;83;
Deneuille-les-Mines;03;371;
Désertines;03;4 471;
Deux-Chaises;03;407;
Diou;03;1 431;
Domérat;03;8 992;
Dompierre-sur-Besbre;03;3 124;
Le Donjon;03;1 095;
Doyet;03;1 222;
Droiturier;03;334;
Durdat-Larequille;03;1 468;
Ébreuil;03;1 291;
Échassières;03;398;
Escurolles;03;802;
Espinasse-Vozelle;03;1 020;
Estivareilles;03;1 123;
Étroussat;03;650;
Ferrières-sur-Sichon;03;579;
La Ferté-Hauterive;03;304;
Fleuriel;03;341;
Fourilles;03;201;
Franchesse;03;477;
Gannat;03;6 048;
Gannay-sur-Loire;03;413;
Garnat-sur-Engièvre;03;713;
Gennetines;03;686;
Gipcy;03;246;
Gouise;03;223;
La Guillermie;03;131;
Haut-Bocage;03;912;
Hauterive;03;1 197;
Hérisson;03;641;
Huriel;03;2 724;
Hyds;03;332;
Isle-et-Bardais;03;272;
Isserpent;03;542;
Jaligny-sur-Besbre;03;603;
Jenzat;03;538;
Laféline;03;206;
Lalizolle;03;365;
Lamaids;03;221;
Langy;03;282;
Lapalisse;03;3 191;
Laprugne;03;331;
Lavault-Sainte-Anne;03;1 203;
Lavoine;03;154;
Lenax;03;265;
Lételon;03;118;
Liernolles;03;218;
Lignerolles;03;761;
Limoise;03;194;
Loddes;03;164;
Loriges;03;362;
Louchy-Montfand;03;455;
Louroux-Bourbonnais;03;220;
Louroux-de-Beaune;03;172;
Louroux-de-Bouble;03;252;
Luneau;03;301;
Lurcy-Lévis;03;1 941;
Lusigny;03;1 752;
Magnet;03;999;
Malicorne;03;820;
Marcenat;03;410;
Marcillat-en-Combraille;03;929;
Marigny;03;207;
Mariol;03;816;
Le Mayet-d'École;03;273;
Le Mayet-de-Montagne;03;1 466;
Mazerier;03;304;
Mazirat;03;285;
Meaulne-Vitray;03;905;
Meillard;03;321;
Meillers;03;147;
Mercy;03;266;
Mesples;03;128;
Molinet;03;1 195;
Molles;03;913;
Monestier;03;294;
Monétay-sur-Allier;03;517;
Monétay-sur-Loire;03;272;
Montaigu-le-Blin;03;316;
Montaiguët-en-Forez;03;324;
Montbeugny;03;705;
Montcombroux-les-Mines;03;323;
Monteignet-sur-l'Andelot;03;272;
Le Montet;03;470;
Montilly;03;526;
Montluçon;03;37 417;
Montmarault;03;1 542;
Montoldre;03;648;
Montord;03;212;
Montvicq;03;741;
Moulins;03;20 321;
Murat;03;309;
Nades;03;156;
Nassigny;03;184;
Naves;03;117;
Néris-les-Bains;03;2 697;
Neuilly-en-Donjon;03;224;
Neuilly-le-Réal;03;1 501;
Neure;03;184;
Neuvy;03;1 811;
Nizerolles;03;341;
Noyant-d'Allier;03;671;
Paray-le-Frésil;03;396;
Paray-sous-Briailles;03;645;
Périgny;03;458;
La Petite-Marche;03;187;
Pierrefitte-sur-Loire;03;521;
Le Pin;03;415;
Poëzat;03;148;
Pouzy-Mésangy;03;412;
Prémilhat;03;2 488;
Quinssaines;03;1 507;
Reugny;03;256;
Rocles;03;382;
Rongères;03;581;
Ronnet;03;178;
Saint-Angel;03;787;
Saint-Aubin-le-Monial;03;269;
Saint-Bonnet-de-Four;03;214;
Saint-Bonnet-de-Rochefort;03;706;
Saint-Bonnet-Tronçais;03;731;
Saint-Caprais;03;94;
Saint-Christophe;03;492;
Saint-Clément;03;317;
Saint-Désiré;03;447;
Saint-Didier-en-Donjon;03;274;
Saint-Didier-la-Forêt;03;393;
Saint-Éloy-d'Allier;03;45;
Saint-Ennemond;03;655;
Saint-Étienne-de-Vicq;03;538;
Saint-Fargeol;03;195;
Saint-Félix;03;334;
Saint-Genest;03;411;
Saint-Gérand-de-Vaux;03;396;
Saint-Gérand-le-Puy;03;1 019;
Saint-Germain-de-Salles;03;429;
Saint-Germain-des-Fossés;03;3 774;
Saint-Hilaire;03;541;
Saint-Léger-sur-Vouzance;03;275;
Saint-Léon;03;585;
Saint-Léopardin-d'Augy;03;399;
Saint-Loup;03;572;
Saint-Marcel-en-Marcillat;03;148;
Saint-Marcel-en-Murat;03;132;
Saint-Martin-des-Lais;03;126;
Saint-Martinien;03;623;
Saint-Menoux;03;1 049;
Saint-Nicolas-des-Biefs;03;179;
Saint-Palais;03;170;
Saint-Pierre-Laval;03;371;
Saint-Plaisir;03;393;
Saint-Pont;03;659;
Saint-Pourçain-sur-Besbre;03;445;
Saint-Pourçain-sur-Sioule;03;5 283;
Saint-Priest-d'Andelot;03;147;
Saint-Priest-en-Murat;03;227;
Saint-Prix;03;809;
Saint-Rémy-en-Rollat;03;1 731;
Saint-Sauvier;03;357;
Saint-Sornin;03;229;
Saint-Victor;03;2 155;
Saint-Voir;03;200;
Saint-Yorre;03;2 696;
Sainte-Thérence;03;195;
Saligny-sur-Roudon;03;765;
Sanssat;03;275;
Saulcet;03;738;
Saulzet;03;392;
Sauvagny;03;94;
Sazeret;03;155;
Serbannes;03;851;
Servilly;03;301;
Seuillet;03;514;
Sorbier;03;317;
Souvigny;03;1 916;
Sussat;03;108;
Target;03;269;
Taxat-Senat;03;211;
Teillet-Argenty;03;571;
Terjat;03;217;
Le Theil;03;415;
Theneuille;03;380;
Thiel-sur-Acolin;03;1 133;
Thionne;03;336;
Tortezais;03;178;
Toulon-sur-Allier;03;1 174;
Treban;03;403;
Treignat;03;424;
Treteau;03;551;
Trévol;03;1 680;
Trézelles;03;411;
Tronget;03;932;
Urçay;03;273;
Ussel-d'Allier;03;161;
Valignat;03;78;
Valigny;03;386;
Vallon-en-Sully;03;1 608;
Varennes-sur-Allier;03;3 631;
Varennes-sur-Tèche;03;260;
Vaumas;03;553;
Vaux;03;1 125;
Veauce;03;38;
Venas;03;249;
Vendat;03;2 279;
Verneix;03;615;
Le Vernet;03;1 988;
Verneuil-en-Bourbonnais;03;252;
Vernusse;03;162;
Le Veurdre;03;496;
Vichy;03;24 797;
Vicq;03;336;
Vieure;03;283;
Le Vilhain;03;277;
Villebret;03;1 355;
Villefranche-d'Allier;03;1 394;
Villeneuve-sur-Allier;03;1 093;
Viplaix;03;314;
Voussac;03;488;
Ygrande;03;793;
Yzeure;03;13 787;
Aiglun;04;1 439;
Allemagne-en-Provence;04;557;
Allons;04;152;
Allos;04;754;
Angles;04;67;
Annot;04;1 084;
Archail;04;15;
Aubenas-les-Alpes;04;102;
Aubignosc;04;602;
Authon;04;57;
Auzet;04;103;
Banon;04;988;
Barcelonnette;04;2 849;
Barles;04;137;
Barras;04;142;
Barrême;04;446;
Bayons;04;186;
Beaujeu;04;136;
Beauvezer;04;382;
Bellaffaire;04;153;
Bevons;04;289;
Beynes;04;138;
Blieux;04;62;
Bras-d'Asse;04;582;
Braux;04;123;
La Brillanne;04;1 152;
Brunet;04;273;
Le Brusquet;04;1 003;
Le Caire;04;70;
Castellane;04;1 584;
Le Castellard-Mélan;04;65;
Le Castellet;04;291;
Castellet-lès-Sausses;04;135;
Céreste;04;1 210;
Le Chaffaut-Saint-Jurson;04;809;
Champtercier;04;843;
Château-Arnoux-Saint-Auban;04;5 279;
Châteaufort;04;29;
Châteauneuf-Miravail;04;71;
Châteauneuf-Val-Saint-Donat;04;526;
Châteauredon;04;73;
Chaudon-Norante;04;186;
Clamensane;04;177;
Claret;04;273;
Clumanc;04;212;
Colmars;04;468;
La Condamine-Châtelard;04;163;
Corbières;04;1 203;
Cruis;04;646;
Curbans;04;592;
Curel;04;58;
Dauphin;04;837;
Demandolx;04;136;
Digne-les-Bains;04;17 064;
Draix;04;122;
Enchastrayes;04;406;
Entrages;04;109;
Entrepierres;04;392;
Entrevaux;04;881;
Entrevennes;04;170;
L' Escale;04;1 436;
Esparron-de-Verdon;04;411;
Estoublon;04;490;
Faucon-de-Barcelonnette;04;319;
Faucon-du-Caire;04;51;
Fontienne;04;131;
Forcalquier;04;5 067;
Le Fugeret;04;197;
Ganagobie;04;91;
La Garde;04;77;
Gigors;04;60;
Gréoux-les-Bains;04;2 656;
Hautes-Duyes;04;43;
L' Hospitalet;04;90;
Jausiers;04;1 162;
La Javie;04;403;
Lambruisse;04;102;
Lardiers;04;122;
Le Lauzet-Ubaye;04;201;
Limans;04;374;
Lurs;04;387;
Majastres;04;4;
Malijai;04;2 016;
Mallefougasse-Augès;04;330;
Mallemoisson;04;1 075;
Mane;04;1 384;
Manosque;04;22 580;
Marcoux;04;497;
Méailles;04;114;
Les Mées;04;3 742;
Melve;04;117;
Méolans-Revel;04;345;
Mézel;04;681;
Mirabeau;04;514;
Mison;04;1 149;
Montagnac-Montpezat;04;431;
Montclar;04;428;
Montfort;04;341;
Montfuron;04;217;
Montjustin;04;58;
Montlaux;04;194;
Montsalier;04;137;
Moriez;04;232;
La Motte-du-Caire;04;563;
Moustiers-Sainte-Marie;04;718;
La Mure-Argens;04;338;
Nibles;04;43;
Niozelles;04;279;
Noyers-sur-Jabron;04;524;
Les Omergues;04;134;
Ongles;04;380;
Oppedette;04;51;
Oraison;04;6 005;
La Palud-sur-Verdon;04;348;
Peipin;04;1 509;
Peyroules;04;241;
Peyruis;04;2 916;
Piégut;04;182;
Pierrerue;04;500;
Pierrevert;04;3 865;
Pontis;04;87;
Prads-Haute-Bléone;04;185;
Puimichel;04;233;
Puimoisson;04;750;
Quinson;04;436;
Redortiers;04;85;
Reillanne;04;1 690;
Revest-des-Brousses;04;276;
Revest-du-Bion;04;573;
Revest-Saint-Martin;04;78;
Riez;04;1 874;
La Robine-sur-Galabre;04;313;
La Rochegiron;04;100;
La Rochette;04;68;
Rougon;04;105;
Roumoules;04;760;
Saint-André-les-Alpes;04;1 027;
Saint-Benoît;04;154;
Saint-Étienne-les-Orgues;04;1 306;
Saint-Geniez;04;99;
Saint-Jacques;04;73;
Saint-Jeannet;04;60;
Saint-Julien-d'Asse;04;206;
Saint-Julien-du-Verdon;04;149;
Saint-Jurs;04;140;
Saint-Laurent-du-Verdon;04;101;
Saint-Lions;04;53;
Saint-Maime;04;857;
Saint-Martin-de-Brômes;04;584;
Saint-Martin-les-Eaux;04;118;
Saint-Martin-lès-Seyne;04;16;
Saint-Michel-l'Observatoire;04;1 264;
Saint-Paul-sur-Ubaye;04;201;
Saint-Pierre;04;97;
Saint-Pons;04;671;
Saint-Vincent-sur-Jabron;04;205;
Sainte-Croix-à-Lauze;04;87;
Sainte-Croix-du-Verdon;04;119;
Sainte-Tulle;04;3 523;
Salignac;04;653;
Saumane;04;118;
Sausses;04;127;
Selonnet;04;460;
Senez;04;171;
Seyne;04;1 391;
Sigonce;04;439;
Sigoyer;04;107;
Simiane-la-Rotonde;04;611;
Sisteron;04;7 586;
Soleilhas;04;115;
Sourribes;04;180;
Tartonne;04;137;
Thèze;04;237;
Thoard;04;736;
Thorame-Basse;04;224;
Thorame-Haute;04;243;
Les Thuiles;04;409;
Turriers;04;330;
Ubaye-Serre-Ponçon;04;747;
Ubraye;04;91;
Uvernet-Fours;04;598;
Vachères;04;281;
Val d'Oronaye;04;118;
Val-de-Chalvagne;04;91;
Valavoire;04;42;
Valbelle;04;285;
Valensole;04;3 254;
Valernes;04;259;
Vaumeilh;04;266;
Venterol;04;257;
Verdaches;04;63;
Vergons;04;112;
Le Vernet;04;133;
Villars-Colmars;04;256;
Villemus;04;190;
Villeneuve;04;4 266;
Volonne;04;1 686;
Volx;04;3 234;
Abriès;05;312;
Aiguilles;05;437;
Ancelle;05;927;
L' Argentière-la-Bessée;05;2 373;
Arvieux;05;376;
Aspremont;05;354;
Aspres-lès-Corps;05;111;
Aspres-sur-Buëch;05;843;
Aubessagne;05;720;
Avançon;05;412;
Baratier;05;603;
Barcillonnette;05;148;
Barret-sur-Méouge;05;223;
La Bâtie-Montsaléon;05;246;
La Bâtie-Neuve;05;2 575;
La Bâtie-Vieille;05;376;
La Beaume;05;159;
Le Bersac;05;155;
Bréziers;05;223;
Briançon;05;12 270;
Buissard;05;214;
Ceillac;05;296;
Cervières;05;190;
Chabestan;05;137;
Chabottes;05;858;
Champcella;05;187;
Champoléon;05;148;
Chanousse;05;40;
La Chapelle-en-Valgaudémar;05;104;
Château-Ville-Vieille;05;355;
Châteauneuf-d'Oze;05;31;
Châteauroux-les-Alpes;05;1 202;
Châteauvieux;05;509;
Chorges;05;2 974;
Crévoux;05;138;
Crots;05;1 080;
Dévoluy;05;1 022;
Embrun;05;6 600;
Éourres;05;136;
L' Épine;05;200;
Esparron;05;45;
Espinasses;05;775;
Étoile-Saint-Cyrice;05;33;
Eygliers;05;788;
La Fare-en-Champsaur;05;444;
La Faurie;05;326;
Forest-Saint-Julien;05;335;
Fouillouse;05;246;
Freissinières;05;214;
La Freissinouse;05;840;
Furmeyer;05;160;
Gap;05;42 567;
Garde-Colombe;05;561;
Le Glaizil;05;170;
La Grave;05;493;
Guillestre;05;2 401;
La Haute-Beaume;05;9;
Jarjayes;05;448;
Laragne-Montéglin;05;3 555;
Lardier-et-Valença;05;349;
Laye;05;241;
Lazer;05;382;
Lettret;05;177;
Manteyer;05;433;
Méreuil;05;85;
Molines-en-Queyras;05;308;
Monêtier-Allemont;05;305;
Le Monêtier-les-Bains;05;1 063;
Mont-Dauphin;05;156;
Montbrand;05;64;
Montclus;05;62;
Montgardin;05;474;
Montgenèvre;05;499;
Montjay;05;106;
Montmaur;05;536;
Montrond;05;69;
La Motte-en-Champsaur;05;225;
Moydans;05;47;
Neffes;05;781;
Névache;05;368;
Nossage-et-Bénévent;05;16;
Le Noyer;05;293;
Orcières;05;730;
Orpierre;05;386;
Les Orres;05;582;
Oze;05;108;
Pelleautier;05;725;
La Piarre;05;94;
Le Poët;05;838;
Poligny;05;306;
Prunières;05;304;
Puy-Saint-André;05;490;
Puy-Saint-Eusèbe;05;139;
Puy-Saint-Pierre;05;555;
Puy-Saint-Vincent;05;289;
Puy-Sanières;05;279;
Rabou;05;80;
Rambaud;05;391;
Réallon;05;262;
Remollon;05;444;
Réotier;05;199;
Ribeyret;05;110;
Risoul;05;655;
Ristolas;05;82;
La Roche-de-Rame;05;855;
La Roche-des-Arnauds;05;1 552;
Rochebrune;05;170;
La Rochette;05;477;
Rosans;05;491;
Rousset;05;184;
Saint-André-d'Embrun;05;663;
Saint-André-de-Rosans;05;150;
Saint-Apollinaire;05;146;
Saint-Auban-d'Oze;05;89;
Saint-Bonnet-en-Champsaur;05;2 105;
Saint-Chaffrey;05;1 701;
Saint-Clément-sur-Durance;05;304;
Saint-Crépin;05;739;
Saint-Étienne-le-Laus;05;296;
Saint-Firmin;05;487;
Saint-Jacques-en-Valgodemard;05;150;
Saint-Jean-Saint-Nicolas;05;1 124;
Saint-Julien-en-Beauchêne;05;125;
Saint-Julien-en-Champsaur;05;363;
Saint-Laurent-du-Cros;05;550;
Saint-Léger-les-Mélèzes;05;358;
Saint-Martin-de-Queyrières;05;1 161;
Saint-Maurice-en-Valgodemard;05;130;
Saint-Michel-de-Chaillol;05;337;
Saint-Pierre-Avez;05;31;
Saint-Pierre-d'Argençon;05;162;
Saint-Sauveur;05;488;
Saint-Véran;05;243;
Sainte-Colombe;05;56;
Le Saix;05;104;
Saléon;05;96;
Salérans;05;92;
La Salle-les-Alpes;05;1 041;
La Saulce;05;1 555;
Le Sauze-du-Lac;05;151;
Savines-le-Lac;05;1 101;
Savournon;05;262;
Serres;05;1 325;
Sigottier;05;90;
Sigoyer;05;687;
Sorbiers;05;38;
Tallard;05;2 221;
Théus;05;210;
Trescléoux;05;324;
Upaix;05;455;
Val Buëch-Méouge;05;1 377;
Val-des-Prés;05;682;
Valdoule;05;220;
Vallouise-Pelvoux;05;1 271;
Valserres;05;264;
Vars;05;536;
Ventavon;05;589;
Veynes;05;3 342;
Les Vigneaux;05;550;
Villar-d'Arêne;05;337;
Villar-Loubière;05;44;
Villar-Saint-Pancrace;05;1 521;
Vitrolles;05;215;
Aiglun;06;89;
Amirat;06;73;
Andon;06;595;
Antibes;06;74 982;
Ascros;06;166;
Aspremont;06;2 173;
Auribeau-sur-Siagne;06;3 308;
Auvare;06;34;
Bairols;06;104;
Le Bar-sur-Loup;06;3 041;
Beaulieu-sur-Mer;06;3 749;
Beausoleil;06;14 006;
Belvédère;06;685;
Bendejun;06;961;
Berre-les-Alpes;06;1 278;
Beuil;06;517;
Bézaudun-les-Alpes;06;247;
Biot;06;10 121;
Blausasc;06;1 534;
La Bollène-Vésubie;06;591;
Bonson;06;742;
Bouyon;06;520;
Breil-sur-Roya;06;2 217;
Briançonnet;06;224;
La Brigue;06;708;
Le Broc;06;1 417;
Cabris;06;1 346;
Cagnes-sur-Mer;06;50 385;
Caille;06;442;
Cannes;06;75 046;
Le Cannet;06;42 056;
Cantaron;06;1 333;
Cap-d'Ail;06;4 727;
Carros;06;11 759;
Castagniers;06;1 609;
Castellar;06;1 068;
Castillon;06;380;
Caussols;06;277;
Châteauneuf-d'Entraunes;06;53;
Châteauneuf-Grasse;06;3 424;
Châteauneuf-Villevieille;06;931;
Cipières;06;394;
Clans;06;628;
Coaraze;06;842;
La Colle-sur-Loup;06;8 019;
Collongues;06;89;
Colomars;06;3 441;
Conségudes;06;104;
Contes;06;7 514;
Courmes;06;126;
Coursegoules;06;533;
La Croix-sur-Roudoule;06;100;
Cuébris;06;170;
Daluis;06;148;
Drap;06;4 545;
Duranus;06;136;
Entraunes;06;130;
L' Escarène;06;2 528;
Escragnolles;06;617;
Èze;06;2 310;
Falicon;06;2 011;
Les Ferres;06;106;
Fontan;06;354;
Gars;06;71;
Gattières;06;4 169;
La Gaude;06;6 580;
Gilette;06;1 577;
Gorbio;06;1 481;
Gourdon;06;397;
Grasse;06;51 705;
Gréolières;06;608;
Guillaumes;06;642;
Ilonse;06;193;
Isola;06;699;
Lantosque;06;1 323;
Levens;06;4 748;
Lieuche;06;48;
Lucéram;06;1 297;
Malaussène;06;308;
Mandelieu-la-Napoule;06;22 381;
Marie;06;107;
Le Mas;06;157;
Massoins;06;104;
Menton;06;28 942;
Mouans-Sartoux;06;9 991;
Mougins;06;19 411;
Moulinet;06;287;
Les Mujouls;06;50;
Nice;06;345 998;
Opio;06;2 288;
Pégomas;06;7 996;
Peille;06;2 385;
Peillon;06;1 483;
La Penne;06;231;
Péone;06;806;
Peymeinade;06;8 264;
Pierlas;06;101;
Pierrefeu;06;315;
Puget-Rostang;06;133;
Puget-Théniers;06;1 965;
Revest-les-Roches;06;234;
Rigaud;06;211;
Rimplas;06;95;
La Roque-en-Provence;06;78;
Roquebillière;06;1 871;
Roquebrune-Cap-Martin;06;13 093;
Roquefort-les-Pins;06;6 874;
Roquestéron;06;589;
La Roquette-sur-Siagne;06;5 485;
La Roquette-sur-Var;06;927;
Roubion;06;124;
Roure;06;202;
Le Rouret;06;4 130;
Saint-André-de-la-Roche;06;5 379;
Saint-Antonin;06;95;
Saint-Auban;06;230;
Saint-Blaise;06;1 021;
Saint-Cézaire-sur-Siagne;06;3 997;
Saint-Dalmas-le-Selvage;06;124;
Saint-Étienne-de-Tinée;06;1 712;
Saint-Jean-Cap-Ferrat;06;1 637;
Saint-Jeannet;06;4 206;
Saint-Laurent-du-Var;06;28 831;
Saint-Léger;06;57;
Saint-Martin-d'Entraunes;06;134;
Saint-Martin-du-Var;06;2 961;
Saint-Martin-Vésubie;06;1 401;
Saint-Paul-de-Vence;06;3 528;
Saint-Sauveur-sur-Tinée;06;412;
Saint-Vallier-de-Thiey;06;3 666;
Sainte-Agnès;06;1 294;
Sallagriffon;06;49;
Saorge;06;470;
Sauze;06;75;
Séranon;06;512;
Sigale;06;203;
Sospel;06;3 883;
Spéracèdes;06;1 357;
Tende;06;2 234;
Théoule-sur-Mer;06;1 491;
Thiéry;06;109;
Le Tignet;06;3 282;
Toudon;06;339;
Touët-de-l'Escarène;06;286;
Touët-sur-Var;06;684;
La Tour;06;577;
Tourette-du-Château;06;128;
Tournefort;06;165;
Tourrette-Levens;06;4 967;
Tourrettes-sur-Loup;06;4 066;
La Trinité;06;10 154;
La Turbie;06;3 146;
Utelle;06;854;
